SentenceId	View	Opinion
015960	a6L	pos
009254	奔驰	pos
000864	奔驰S320	neg
000864	宝马730	neg
000864	奥迪	pos
026798	奥迪A6	pos
017176	起亚	neg
010433	尼桑	pos
003051	五菱之光S	pos
017531	飞度	pos
006674	吉利	neu
016531	奥迪A6	pos
016543	荣达	pos
013495	鸿达	pos
013495	海马福仕达	neu
013495	海马M8	neu
013495	海马	pos
019496	宝骏560	neg
015131	宝骏560	pos
004273	宝骏560	neu
003735	阳光	pos
013849	GX7	neg
002096	迈瑞宝	pos
027750	M4	neg
021674	威霆	pos
023959	奔驰	neu
005554	奔驰	pos
013344	颐达	pos
015161	瑞翼	pos
015161	瑞纳	neu
024275	大众	neu
002283	瑞翼	pos
007380	瑞纳	neg
007380	北京现代	pos
019107	金杯750	neg
019107	宏光S1	neg
019107	风光360	neu
019107	东风S500	neu
019107	370	pos
026124	F0	neu
002901	f0	pos
026974	V5	pos
016644	中华H530	neu
016644	欧蓝德	neu
016644	凯越	neu
016644	君越	neu
016644	宝骏630	neu
003519	盛瑞传动	neu
003519	比亚迪	neu
001473	晶锐	neg
001239	小A	pos
013063	小A	pos
003896	小3	neg
027456	福睿斯	pos
024798	本田	neu
011590	郑州日产	neg
011205	CS75	pos
018347	CS75	pos
012423	风骏6	pos
002845	起亚智跑	neu
007298	C3R	pos
023360	标致	neg
003941	沃尔沃	pos
016724	沃尔沃	neu
012320	小C	neu
020779	赛欧	neu
020779	奔奔	neu
020779	QQ	neu
020779	FO	neu
020779	F2	neu
010927	长安奔奔	neg
010927	悦悦	pos
010927	五菱乐驰	neg
010927	奇瑞QQ	neg
010927	比亚迪F０	neg
013692	rav4	neg
022719	指南者	neg
027912	POLO	neg
006348	老四眼	pos
006348	凯越	pos
006348	POLO	pos
011233	夏利	neu
005915	丰田	neu
010252	大众	neg
007089	小昂	pos
007089	Q5	neg
022787	北斗星	neu
022787	320	pos
019622	中华V3	neu
019622	江淮瑞风S3	neu
019622	宝骏560	neu
017145	桑塔纳	neg
026697	mini	pos
017094	宝马	pos
009934	mini	pos
008276	奇瑞	pos
020646	奇瑞	pos
009304	凌派	pos
002434	普桑	pos
024348	普桑	pos
021419	一汽丰田	neu
021419	酷路泽	neg
021419	VX	neu
011309	酷路泽	pos
019324	桑塔纳	neu
002110	途锐	neg
002110	发现	neg
002110	大切	neg
002110	X5	neg
002110	Q7	neg
001463	宝马	neg
001463	奥迪	pos
000055	日产	neu
000055	丰田	neu
028104	知豆	neg
027058	BYD	poss
012178	马自达	pos
013661	奔驰	pos
013661	奥迪Q5	neu
013661	奥迪A6	neu
013661	奥迪	neu
013661	glk	pos
019851	凯美瑞	neu
013099	glk	neg
027714	极光	neu
027714	奔驰	pos
027714	x3	neu
027714	328gt	neu
003967	polo	pos
019693	飞度	pos
001927	威驰	neg
001927	启辰	pos
001927	凯越	neg
001927	晶锐	neg
023459	夏利	pos
023459	丰田	pos
019237	柳机五菱	pos
019237	俊风t26	neg
019473	尼桑	neu
019473	雷诺	neg
019473	标志	neu
024380	C50	pos
022475	A260	pos
007955	A45 AMG	pos
007955	A260	pos
007955	A180	pos
003277	中华	neg
012571	悦动	neg
025032	图图	pos
001783	Q7	pos
026068	奥迪	pos
004935	A7	pos
016584	雪铁龙	pos
024787	凯旋	pos
020894	奥迪	pos
027413	长安	neg
027413	东风	neg
016857	小旋风	neu
016857	五菱	pos
012108	帕萨特领驭	pos
012108	大众	neg
005442	GS4	pos
017274	尚酷	neu
017274	甲壳虫	pos
017274	福特	neu
017274	福克斯	pos
017274	大众	neu
005639	福克斯	pos
012148	域虎	pos
000417	福特	pos
011535	域虎	pos
008891	观致	pos
021724	东风日产	pos
001298	上汽大众凌渡	pos
016039	途安	neu
020849	大众	neu
021314	晶锐	pos
000541	途观	neu
016413	大众	neu
021820	朗逸	pos
009651	上海大众	neu
020974	大众	neu
014333	朗逸	neu
008506	大众	neu
004708	大众	neu
012808	斯柯达	neu
018374	大众速派	pos
022457	速派	neu
022457	斯柯达速尊	neu
022607	一汽-大众	neu
022607	上汽大众	neu
004162	昊锐	neu
024935	斯柯达	neu
021540	大众速派	neu
011281	朗逸	neu
011281	大众	neu
023304	朗逸	neu
012472	索纳塔八	neu
012472	朗逸	neu
012472	C5	neu
001781	一汽-大众	neu
001781	上汽大众	neu
001851	大众	neu
005857	上海大众朗逸	neu
022822	凌渡GTS	pos
009969	大众	neu
011898	大众辉昂	neu
023964	昕动	pos
010020	斯柯达晶锐	pos
018013	速派	neu
020758	斯柯达	neu
011769	斯柯达	neu
022222	速派	neu
004099	速派	neu
028050	速派	neu
027538	速派	neu
006360	大众	neu
023823	斯柯达	pos
000592	大众途观	neu
001422	大众	neu
016377	凌渡	neu
016377	Jetta	neu
019897	凌渡GTS	pos
008096	晶锐	neu
023453	晶锐	pos
006873	凌度GTS	neu
027739	凌渡GTS	neu
011499	上海大众斯柯达	neu
000645	朗行	neu
017763	大众途观	neu
013400	大众	neu
009354	Tiguan途观	neu
015072	途安	neu
006706	斯柯达	neu
017664	途观	neu
017406	昕动	pos
023920	朗逸	neu
010420	Tiguan途观	neu
028062	Tiguan	neu
018484	辉昂	pos
018557	一汽-大众旗	neu
018557	上汽大众	neu
001347	PHIDEON	pos
017847	吉利	neu
017847	大众辉昂	neu
011744	大众	pos
001409	斯柯达	neu
023476	飞度	pos
012094	飞度	pos
019750	福克斯	pos
004944	福克斯	pos
018414	福克斯	neu
021032	科鲁兹	neu
008716	雷凌	neu
008716	卡罗拉	neu
015573	明锐	neu
019713	POLO	neu
025363	POLO	neu
001869	凌渡	neu
021305	凌渡	pos
024176	科鲁兹XL	neu
024176	科鲁兹	neu
004132	凌渡	neu
017994	大众	pos
009755	朗逸	pos
021870	朗逸	pos
028024	速腾	neu
028024	朗逸	neu
002713	帕萨特	pos
015015	斯柯达昕动	pos
025337	昕动	neu
001077	昕动	pos
024777	昕动	neu
006514	昕动	neu
009685	帕萨特	neu
003783	昕锐	neu
006334	福特	pos
006334	福睿斯	pos
006334	福克斯	neu
027124	斯柯达	pos
026695	奥迪	neu
012333	雷克萨斯	neu
008399	迈腾	neu
000685	宝来	neu
005476	帕萨特	neu
011407	轩逸	neu
008649	科帕奇	neu
004423	凯美瑞	neu
007623	奔腾	neu
010762	哈弗	neu
008015	帝豪	neu
015520	桑塔纳	neg
015520	捷达	pos
022217	朗逸	pos
007952	铁岭远众	neu
007952	上汽大众	neu
027744	奥迪	neu
018904	英朗	neu
018904	别克	neu
008421	斯柯达	pos
021361	斯柯达	pos
027209	斯柯达	neu
025108	斯柯达	pos
011116	斯柯达	neu
013425	斯柯达Kodiaq	neu
001005	斯柯达	neu
009285	英朗	pos
009285	英朗	pos
018410	桑塔纳	neu
009606	速派	pos
004917	斯柯达	pos
010667	速派	pos
016487	明锐	neu
013453	大众朗逸	neu
018837	明锐	pos
022799	斯柯达速派	pos
024519	速派	neu
003974	Yeti	pos
003267	速派	pos
003267	斯柯达Yeti	pos
005668	大众	neu
022639	上汽大众	pos
022639	辉腾	pos
022639	辉昂	pos
027506	大众	neu
006305	帕萨特	neu
006305	辉昂	neu
017658	帕萨特	pos
017658	辉昂	pos
018627	奥迪	neu
024874	大众	neu
027654	长安欧尚	neg
027654	宏光S1	neg
027654	宝骏730	neg
015552	途安	neu
002353	途安	neu
006152	大众	neu
016189	一汽大众迈腾	neg
016189	迈腾	neg
022404	大众	neu
012404	丰田卡罗拉	pos
014497	卡罗拉	neu
018206	朗逸	pos
011510	飞度	neg
011287	POLO	neu
000944	昕动	neu
001316	昕动	pos
012063	昕动	pos
004978	长安大众	neu
011035	大众	neu
025800	一汽-大众	neu
025800	上汽大众	neu
022680	大众朗逸	pos
006963	朗逸	neu
025649	朗逸	neu
024776	上汽大众	neu
019175	上海大众	neu
006297	桑塔纳	pos
006297	朗逸	pos
006297	捷达	pos
025240	大众	neu
024131	凌渡	pos
005731	凌渡	pos
011015	凌渡	neu
006288	凌渡	pos
008919	凌渡	pos
007774	大众polo	neu
009101	斯柯达晶锐	neu
014454	铃木吉姆尼	neu
023103	凌渡	neu
002830	速派	pos
002830	斯柯达	pos
005419	凌渡	neu
026221	凌渡	neu
013064	凌渡	pos
017008	凌渡	neu
017008	阿特兹	neu
023853	朗行	neu
011041	东风标致	neu
009290	广汽丰田雷凌	neu
012068	斯柯达	neu
015000	朗行	pos
022438	大众	neu
009678	马自达	neu
009678	凯越	neu
025437	凯越	pos
001693	桑塔纳	neu
003554	凯越	pos
011099	凯越	neu
015523	上汽大众辉昂	neu
000739	马自达6	neg
000739	凯越	neu
024971	一汽马自达	neg
011673	凌渡	pos
011606	三菱帕杰罗	neu
011606	普拉多	neu
011606	牧马人	neu
011606	丰田RAV4	neu
011606	丰田	neu
017036	别克凯越	neu
025515	别克凯越	neu
014231	途观	neu
014231	帕萨特	neu
014231	卡罗拉	neu
014231	哈弗H6	neu
014549	桑塔纳	neu
021745	高尔夫	neu
017325	途观	neu
007806	途观	neu
000041	大众朗逸	neu
003270	帕萨特	neu
005659	明锐	pos
004740	明锐	pos
019349	明锐	pos
013271	明锐	pos
019152	明锐	pos
019879	明锐	pos
006018	明锐	neu
001386	明锐	pos
007095	一汽大众	pos
007095	大众	pos
012456	途观	neu
015724	途观	pos
024975	途观	pos
005878	途安	pos
003015	明锐	neu
013054	昂克赛拉	pos
025542	福特	neu
024903	Cross  Polo	neu
017720	Cross Polo	neu
022543	Cross Polo	pos
002683	Cross Polo	pos
016773	Cross Polo	pos
013295	Cross Polo	pos
025276	Cross Polo	pos
024166	Cross   Lavida	pos
025719	Cross  Lavida	pos
018677	Cross Lavida	pos
001499	斯柯达	pos
018603	明锐	pos
011272	明锐	pos
007230	凌渡	pos
028129	凌渡	pos
003161	凌渡	pos
022024	途观	neu
018906	途观	neu
004142	途观	neu
017473	途观	neu
016872	途观	neu
024384	途观	neu
009147	途观	neu
003615	途安	neu
007529	途观	neu
011994	途观	neu
007768	途观	neu
003852	途观	neu
022112	途观	pos
011106	途观	neu
020741	途观	neg
022418	迈腾	pos
013320	途观	neu
006094	别克昂科威	pos
021707	途观	neu
020760	途观	pos
026934	途观	pos
000536	大众	neu
009792	凌渡GTS	neu
016356	凌渡	neu
011229	凌渡GTS	pos
011953	凌渡GTS	pos
016047	Cross Polo	pos
010434	途观	neu
011976	途观	neu
006743	SUV	pos
013429	Tiguan	neu
024741	途观	neu
012977	途观	pos
020023	大众	neu
026299	途观	pos
000346	途观	neu
010404	Tiguan	neu
016462	桑塔纳	neu
009292	Tiguan	neu
014897	途观	neu
018588	大众	neu
017419	途观	pos
017930	明锐	neu
001251	朗逸	neu
004546	斯柯达明锐	neu
027119	明锐	pos
000223	明锐	neu
001376	凌渡	neu
021111	凌渡	pos
004817	凌渡	pos
012460	凌渡	pos
018297	凌渡	pos
019739	速腾	neu
002142	桑塔纳	neu
013187	斯柯达明锐	pos
014998	斯柯达明锐	pos
016445	明锐	pos
027306	明锐	pos
009691	明锐	pos
023658	速派	pos
013574	夏利	neu
013574	桑塔纳	neu
013574	捷达	neu
025402	速派	pos
024875	速派	pos
027569	速派	neu
010780	速派	pos
018210	凌度	neu
015738	大众	neu
010744	高6	neu
016720	凌渡	pos
007919	途观	neu
021905	途观	neu
023107	途观	pos
012381	途观	neu
019512	途观	neu
023944	大众	neu
009302	桑塔纳	neu
006913	途观	pos
022653	途观	neu
017922	途观	pos
000702	途观	pos
020911	途观	pos
017850	途观	pos
013173	桑塔纳	neu
001935	途观	pos
007585	途观	pos
021709	途观	neu
015449	途观	neu
010860	途观	neu
022592	途观	neu
012317	途观	neu
023511	途观	pos
007961	途观	pos
022298	奥迪	neu
009184	途观	neu
003312	桑塔纳MPV	neu
015093	途观	pos
015759	途观	neu
017429	途观	neu
002273	途观	pos
019927	途观	neu
011386	途观	pos
020200	途观	neu
025667	凌渡	pos
026072	别克	neu
006240	凌渡	neu
016183	帕萨特	neu
014842	帕萨特	neu
004323	迈腾	neu
001770	宝来	neu
004121	宝来	neu
016855	蔚揽	neu
016855	迈腾	neu
016855	迈旅	neu
001677	帕萨特	neu
002347	凌渡	pos
021823	明锐	pos
023431	明锐	pos
008270	明锐	pos
005427	明锐	pos
012363	明锐	pos
025596	明锐	pos
010968	凌渡	pos
003302	凌渡	pos
021344	凌渡	pos
004918	凌渡	pos
022866	明锐	pos
027998	Passat	neu
019913	凌渡	neu
019172	大众	neu
014169	大众	neu
021673	凌渡	pos
011830	凌渡	neu
012783	帕萨特	neu
019951	朗逸	neg
007005	明锐	pos
009893	凯越	neu
017593	速派	neu
021582	奥迪	neg
016699	速派	pos
005533	速派	pos
015766	明锐	neu
003739	大众	neu
024315	明锐	neu
004957	速腾	pos
013155	明锐	pos
000671	速腾	neu
007016	速腾	neu
005596	辉昂	neu
024513	帕萨特	neu
016558	桑塔纳	neu
016558	凯越	pos
016558	捷达	neu
016558	富康	neu
020203	斯柯达明锐	pos
002519	明锐	pos
004816	明锐	pos
019636	明锐	pos
002926	明锐	pos
007078	明锐	pos
020580	明锐	pos
016291	迈凯轮	neu
017805	途观	neu
021515	斯柯达明锐	pos
007030	明锐	pos
011414	明锐	pos
008689	Octavia RS	pos
010981	明锐	pos
013852	明锐	pos
020812	凯迪拉克	neu
004376	明锐	pos
009239	帕萨特	neu
021266	明锐	pos
015708	明锐	pos
019890	明锐	pos
008383	斯柯达明锐	neu
019368	F40	neu
015366	斯柯达明锐	neu
007047	明锐	pos
025825	明锐	neu
026514	明锐	pos
022469	明锐	neu
020667	明锐	neu
015840	明锐	neu
010962	明锐	neu
000808	斯柯达	pos
015357	雪佛兰	neu
003145	明锐	neu
012829	明锐	pos
013227	明锐	pos
026797	明锐	pos
027926	凌渡	neu
011070	凌渡	neu
002958	凌渡	neu
002852	凌渡	pos
010808	凌渡	neu
000885	凌渡	neu
011132	凌渡	neu
005121	凌渡	neu
000107	大众	pos
006762	凌渡	pos
015676	帕萨特	neg
018572	斯柯达明锐	neu
005271	晶锐	pos
021692	晶锐	neu
021083	晶锐	pos
026897	晶锐	pos
023464	晶锐	pos
002632	晶锐	neu
011749	晶锐	pos
000386	凯越	neu
007478	晶锐	pos
027056	Lamando凌渡	neu
019861	明锐	neu
014423	明锐	neu
025128	桑塔纳	neu
028056	明锐	neu
012438	速派	neu
003797	速派	neu
020213	速派	pos
013225	速派	neu
021740	速派	neu
022530	速派	neu
003664	凌渡	neu
010145	凌渡	pos
011431	帕萨特	neu
004595	凌渡	pos
019007	英朗	neu
017426	明锐	neu
018059	明锐	neu
000065	明锐	pos
018136	帕萨特	neu
017918	凯越	neu
010821	凌渡	neu
014800	轩逸	neu
027551	明锐	neu
007914	凯迪拉克ATS-L	neu
015858	Buick凯越	neu
018542	凌渡	pos
020461	速派	neu
001735	速派	pos
014223	速派	pos
025812	速派	pos
019870	凌渡	pos
026884	凌渡	neu
026252	凌渡	neu
005078	速派	neu
022116	辉昂	pos
002783	辉昂	pos
026894	途安	neu
017306	明锐	pos
009953	明锐	pos
006225	凯越	pos
027494	PHIDEON辉昂	pos
008088	330	neu
000057	330	neu
001033	Polo	pos
007655	朗逸	pos
022424	桑塔纳	neu
022424	奔弛	neu
013778	朗逸	pos
025042	明锐	pos
018839	明锐	pos
024345	明锐	pos
011096	明锐	pos
019369	大众	pos
008984	大众	pos
000453	大众	pos
015439	PHIDEON辉昂	pos
003559	桑塔纳	neu
009978	PHIDEON辉昂	pos
024267	大众	pos
000510	大众	pos
014737	PHIDEON辉昂	pos
026026	大众	pos
010723	PHIDEON辉昂	pos
008585	大众	pos
019683	途观	pos
024592	途观	pos
022795	途观	pos
022600	上汽大众	pos
011940	桑塔纳	neu
027988	上海大众	neu
011487	斯柯达昕锐	pos
012535	昕锐	pos
012535	斯柯达	pos
012350	昕锐	pos
019852	昕锐	pos
020628	昕锐	pos
018290	昕锐	pos
020558	昕锐	pos
009822	凯迪拉克ATS-L	neu
004267	东风标致301	neu
026338	大众	neu
023497	桑塔纳	pos
017392	polo	neu
024585	明锐	neu
010385	明锐	pos
016854	明锐	pos
007642	明锐	pos
003384	大众朗逸	neu
024559	东风标致301	pos
005901	大众POLO	neu
013261	大众	pos
011961	Polo	neu
020579	Polo	neu
015587	大众POLO	pos
022804	Polo	pos
009057	奥迪	neu
012144	奥迪	pos
002091	奥迪	neg
026151	Polo	neu
014690	大众	neu
011839	东风标致301	neu
002570	POLO	pos
009326	Polo	neu
027253	Polo	pos
005109	Polo	pos
011350	Polo	neu
013458	POLO	pos
021787	Polo	neu
024931	东风标致301	pos
007210	Polo	neu
014467	Polo	neu
023394	Polo	pos
002669	Polo	pos
002506	Polo	pos
014502	Polo	pos
025951	Polo	pos
008887	大众POLO	neu
011647	大众polo	neu
011472	大众polo	neu
020466	大众POLO	neu
015699	大众POLO	pos
017451	大众POLO	neu
023331	大众POLO	neu
003840	嘉年华	neg
003840	福克斯	neg
025056	高尔夫	neu
014214	高尔夫	neu
019866	POLO	neu
009465	POLO	pos
000142	大众POLO	neu
027360	POLO	neu
022105	POLO	neu
005979	东风标致301	pos
000613	POLO	neu
016803	POLO	pos
003136	凌渡	neu
027064	POLO	neu
002982	桑塔纳	pos
012508	斯柯达昕锐	pos
010682	昕锐	pos
009726	昕锐	pos
024572	昕锐	pos
016659	昕锐	pos
001507	斯柯达晶锐	pos
005438	晶锐	pos
003069	晶锐	pos
001337	POLO	neu
002638	polo	neg
020644	朗逸	pos
015625	众泰	neu
003225	昕动	pos
009828	帕萨特	neu
024782	桑塔纳	neu
025692	凌渡230	neu
002660	明锐RS	pos
007954	大众polo	neu
011780	大众polo	neu
015793	上汽大众斯柯达	neu
015793	晶锐	pos
016767	晶锐	pos
015204	晶锐	pos
003352	众泰	pos
017677	晶锐	pos
024232	途观	pos
023701	晶锐	neu
001242	大众Polo	neu
024254	奥迪	neu
018502	Polo	neu
002089	领驭	neg
011639	帕萨特	neu
008623	上汽大众	neu
019735	大众POLO	pos
027399	BJ	neu
025976	POLO	neu
016800	斯柯达晶锐	neu
022824	晶锐	pos
021148	斯柯达	pos
007807	凌渡	neu
008486	凌渡	neu
017803	大众凌渡	pos
027233	大众凌渡	pos
009561	大众凌渡	pos
020202	明锐	neu
013539	斯柯达晶锐	neu
027377	晶锐	pos
002446	晶锐	pos
017249	晶锐	pos
004772	晶锐	pos
024925	晶锐	pos
020530	晶锐	pos
016461	Polo	pos
023335	Polo	pos
012870	卡罗拉	neg
016255	明锐	pos
013776	Lamando	neu
000291	凌渡	neu
019479	Lamando凌渡	pos
022197	Cross Polo	pos
004072	斯柯达晶锐	pos
013357	夏利n3	neu
013357	大众polo	neu
022669	斯柯达晶锐	pos
021401	晶锐	pos
008597	斯柯达晶锐	pos
023943	Polo	pos
015682	爱丽舍	neu
016371	Polo	pos
008866	大众T-Cross	neu
004261	大众Polo	neu
006393	T-Cross	neu
010783	奥迪Q2	neu
022132	斯柯达昕锐	neu
026070	昕锐	neu
019729	爱丽舍	pos
015627	昕锐	neu
008110	大众polo	neu
019487	大众polo	neg
007051	晶锐	pos
001943	晶锐	pos
005720	晶锐	pos
026489	Polo	neu
005159	Polo	neu
006846	Polo GTI	pos
026703	Polo GTI	pos
023875	帕萨特	neg
009125	Polo	neu
026433	大众POLO	neu
012440	英菲尼迪	pos
014195	桑塔纳LS	pos
005397	大众Polo	neu
018176	大众Polo	neu
000894	大众凌渡	pos
028092	凌渡	neu
026141	帕萨特	neg
000925	速派	neu
024228	斯巴鲁翼豹	pos
008282	速派	pos
015191	速派	pos
025552	速派	pos
005282	速派	pos
014970	众泰	pos
003201	众泰LP700	neu
021818	CrossPolo	pos
010083	斯柯达晶锐	pos
019703	一汽马自达	neu
027860	马自达	neg
001256	英菲尼迪	neu
006805	巡洋舰	neu
006805	途乐	neg
006805	帕杰罗	neg
006805	牧马人	neg
006805	发现4	neu
006805	奔驰G	neg
006805	QX80	neg
011016	雷克萨斯	neu
027756	雷克萨斯CT200h	neg
000305	途安	neg
007280	明锐	neu
000904	揽胜	neg
000904	发现4	neg
013609	H9	pos
002494	晶锐	neu
024291	晶锐	pos
013882	晶锐	pos
005063	大众	pos
017272	帕萨特	neg
008773	帕特	neg
011090	途乐	neg
011090	路虎	neg
011090	H9	pos
018975	斯柯达	neu
023445	斯柯达	neu
000011	斯柯达	neu
012367	斯柯达	neu
008650	斯柯达	neu
006620	斯柯达速派	neu
006269	斯柯达	neu
016407	斯柯达	pos
013793	斯柯达	pos
021455	斯柯达	neu
013877	斯柯达	neu
013457	斯柯达	neu
017837	凌渡GTS	pos
010685	凌渡GTS	pos
015227	凌渡GTS	pos
000304	速腾	neg
000304	明锐	pos
010909	凌渡GTS	neu
004271	大众	neu
012520	Lamando凌渡	neu
015961	PHIDEON辉昂	neu
